axis,bucket,descriptor,descriptor_gender,descriptor_preference,noun,plural_noun,noun_gender,noun_phrase,plural_noun_phrase,noun_phrase_type
gender_and_sex,binary,female,(none),no_data,sibling,siblings,neutral,a female sibling,female siblings,descriptor_noun
gender_and_sex,binary,female,(none),no_data,sister,sisters,female,a female sister,female sisters,descriptor_noun
gender_and_sex,binary,female,(none),no_data,son,sons,male,a female son,female sons,descriptor_noun
gender_and_sex,binary,female,(none),no_data,spouse,spouses,neutral,a female spouse,female spouses,descriptor_noun
gender_and_sex,binary,female,(none),no_data,veteran,veterans,neutral,a female veteran,female veterans,descriptor_noun
gender_and_sex,binary,female,(none),no_data,wife,wives,female,a female wife,female wives,descriptor_noun
gender_and_sex,binary,female,(none),no_data,woman,women,female,a female woman,female women,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,(none),(none),(none),AFAB,AFAB,descriptor
gender_and_sex,descriptors,AFAB,(none),no_data,boy,boys,male,an AFAB boy,AFAB boys,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,bro,bros,male,an AFAB bro,AFAB bros,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,brother,brothers,male,an AFAB brother,AFAB brothers,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,child,children,neutral,an AFAB child,AFAB children,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,dad,dads,male,an AFAB dad,AFAB dads,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,daughter,daughters,female,an AFAB daughter,AFAB daughters,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,father,fathers,male,an AFAB father,AFAB fathers,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,girl,girls,female,an AFAB girl,AFAB girls,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,grandfather,grandfathers,male,an AFAB grandfather,AFAB grandfathers,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,grandma,grandmas,female,an AFAB grandma,AFAB grandmas,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,grandmother,grandmothers,female,an AFAB grandmother,AFAB grandmothers,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,grandpa,grandpas,male,an AFAB grandpa,AFAB grandpas,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,grandparent,grandparents,neutral,an AFAB grandparent,AFAB grandparents,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,guy,guys,male,an AFAB guy,AFAB guys,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,husband,husbands,male,an AFAB husband,AFAB husbands,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,individual,individuals,neutral,an AFAB individual,AFAB individuals,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,kid,kids,neutral,an AFAB kid,AFAB kids,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,lady,ladies,female,an AFAB lady,AFAB ladies,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,man,men,male,an AFAB man,AFAB men,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,mom,moms,female,an AFAB mom,AFAB moms,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,mother,mothers,female,an AFAB mother,AFAB mothers,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,parent,parents,neutral,an AFAB parent,AFAB parents,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,person,people,neutral,an AFAB person,AFAB people,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,sibling,siblings,neutral,an AFAB sibling,AFAB siblings,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,sister,sisters,female,an AFAB sister,AFAB sisters,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,son,sons,male,an AFAB son,AFAB sons,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,spouse,spouses,neutral,an AFAB spouse,AFAB spouses,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,veteran,veterans,neutral,an AFAB veteran,AFAB veterans,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,wife,wives,female,an AFAB wife,AFAB wives,descriptor_noun
gender_and_sex,descriptors,AFAB,(none),no_data,woman,women,female,an AFAB woman,AFAB women,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,(none),(none),(none),androgynous,androgynous,descriptor
gender_and_sex,descriptors,androgynous,(none),no_data,boy,boys,male,an androgynous boy,androgynous boys,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,bro,bros,male,an androgynous bro,androgynous bros,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,brother,brothers,male,an androgynous brother,androgynous brothers,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,child,children,neutral,an androgynous child,androgynous children,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,dad,dads,male,an androgynous dad,androgynous dads,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,daughter,daughters,female,an androgynous daughter,androgynous daughters,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,father,fathers,male,an androgynous father,androgynous fathers,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,girl,girls,female,an androgynous girl,androgynous girls,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,grandfather,grandfathers,male,an androgynous grandfather,androgynous grandfathers,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,grandma,grandmas,female,an androgynous grandma,androgynous grandmas,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,grandmother,grandmothers,female,an androgynous grandmother,androgynous grandmothers,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,grandpa,grandpas,male,an androgynous grandpa,androgynous grandpas,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,grandparent,grandparents,neutral,an androgynous grandparent,androgynous grandparents,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,guy,guys,male,an androgynous guy,androgynous guys,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,husband,husbands,male,an androgynous husband,androgynous husbands,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,individual,individuals,neutral,an androgynous individual,androgynous individuals,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,kid,kids,neutral,an androgynous kid,androgynous kids,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,lady,ladies,female,an androgynous lady,androgynous ladies,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,man,men,male,an androgynous man,androgynous men,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,mom,moms,female,an androgynous mom,androgynous moms,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,mother,mothers,female,an androgynous mother,androgynous mothers,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,parent,parents,neutral,an androgynous parent,androgynous parents,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,person,people,neutral,an androgynous person,androgynous people,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,sibling,siblings,neutral,an androgynous sibling,androgynous siblings,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,sister,sisters,female,an androgynous sister,androgynous sisters,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,son,sons,male,an androgynous son,androgynous sons,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,spouse,spouses,neutral,an androgynous spouse,androgynous spouses,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,veteran,veterans,neutral,an androgynous veteran,androgynous veterans,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,wife,wives,female,an androgynous wife,androgynous wives,descriptor_noun
gender_and_sex,descriptors,androgynous,(none),no_data,woman,women,female,an androgynous woman,androgynous women,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,(none),(none),(none),feminine,feminine,descriptor
gender_and_sex,descriptors,feminine,(none),no_data,boy,boys,male,a feminine boy,feminine boys,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,bro,bros,male,a feminine bro,feminine bros,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,brother,brothers,male,a feminine brother,feminine brothers,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,child,children,neutral,a feminine child,feminine children,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,dad,dads,male,a feminine dad,feminine dads,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,daughter,daughters,female,a feminine daughter,feminine daughters,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,father,fathers,male,a feminine father,feminine fathers,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,girl,girls,female,a feminine girl,feminine girls,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,grandfather,grandfathers,male,a feminine grandfather,feminine grandfathers,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,grandma,grandmas,female,a feminine grandma,feminine grandmas,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,grandmother,grandmothers,female,a feminine grandmother,feminine grandmothers,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,grandpa,grandpas,male,a feminine grandpa,feminine grandpas,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,grandparent,grandparents,neutral,a feminine grandparent,feminine grandparents,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,guy,guys,male,a feminine guy,feminine guys,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,husband,husbands,male,a feminine husband,feminine husbands,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,individual,individuals,neutral,a feminine individual,feminine individuals,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,kid,kids,neutral,a feminine kid,feminine kids,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,lady,ladies,female,a feminine lady,feminine ladies,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,man,men,male,a feminine man,feminine men,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,mom,moms,female,a feminine mom,feminine moms,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,mother,mothers,female,a feminine mother,feminine mothers,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,parent,parents,neutral,a feminine parent,feminine parents,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,person,people,neutral,a feminine person,feminine people,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,sibling,siblings,neutral,a feminine sibling,feminine siblings,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,sister,sisters,female,a feminine sister,feminine sisters,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,son,sons,male,a feminine son,feminine sons,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,spouse,spouses,neutral,a feminine spouse,feminine spouses,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,veteran,veterans,neutral,a feminine veteran,feminine veterans,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,wife,wives,female,a feminine wife,feminine wives,descriptor_noun
gender_and_sex,descriptors,feminine,(none),no_data,woman,women,female,a feminine woman,feminine women,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,(none),(none),(none),non-binary,non-binary,descriptor
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,boy,boys,male,a non-binary boy,non-binary boys,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,bro,bros,male,a non-binary bro,non-binary bros,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,brother,brothers,male,a non-binary brother,non-binary brothers,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,child,children,neutral,a non-binary child,non-binary children,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,dad,dads,male,a non-binary dad,non-binary dads,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,daughter,daughters,female,a non-binary daughter,non-binary daughters,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,father,fathers,male,a non-binary father,non-binary fathers,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,girl,girls,female,a non-binary girl,non-binary girls,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,grandfather,grandfathers,male,a non-binary grandfather,non-binary grandfathers,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,grandma,grandmas,female,a non-binary grandma,non-binary grandmas,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,grandmother,grandmothers,female,a non-binary grandmother,non-binary grandmothers,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,grandpa,grandpas,male,a non-binary grandpa,non-binary grandpas,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,grandparent,grandparents,neutral,a non-binary grandparent,non-binary grandparents,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,guy,guys,male,a non-binary guy,non-binary guys,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,husband,husbands,male,a non-binary husband,non-binary husbands,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,individual,individuals,neutral,a non-binary individual,non-binary individuals,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,kid,kids,neutral,a non-binary kid,non-binary kids,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,lady,ladies,female,a non-binary lady,non-binary ladies,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,man,men,male,a non-binary man,non-binary men,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,mom,moms,female,a non-binary mom,non-binary moms,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,mother,mothers,female,a non-binary mother,non-binary mothers,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,parent,parents,neutral,a non-binary parent,non-binary parents,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,person,people,neutral,a non-binary person,non-binary people,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,sibling,siblings,neutral,a non-binary sibling,non-binary siblings,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,sister,sisters,female,a non-binary sister,non-binary sisters,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,son,sons,male,a non-binary son,non-binary sons,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,spouse,spouses,neutral,a non-binary spouse,non-binary spouses,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,veteran,veterans,neutral,a non-binary veteran,non-binary veterans,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,wife,wives,female,a non-binary wife,non-binary wives,descriptor_noun
gender_and_sex,non_binary_or_gnc,non-binary,(none),no_data,woman,women,female,a non-binary woman,non-binary women,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,(none),(none),(none),nonbinary,nonbinary,descriptor
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,boy,boys,male,a nonbinary boy,nonbinary boys,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,bro,bros,male,a nonbinary bro,nonbinary bros,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,brother,brothers,male,a nonbinary brother,nonbinary brothers,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,child,children,neutral,a nonbinary child,nonbinary children,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,dad,dads,male,a nonbinary dad,nonbinary dads,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,daughter,daughters,female,a nonbinary daughter,nonbinary daughters,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,father,fathers,male,a nonbinary father,nonbinary fathers,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,girl,girls,female,a nonbinary girl,nonbinary girls,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,grandfather,grandfathers,male,a nonbinary grandfather,nonbinary grandfathers,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,grandma,grandmas,female,a nonbinary grandma,nonbinary grandmas,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,grandmother,grandmothers,female,a nonbinary grandmother,nonbinary grandmothers,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,grandpa,grandpas,male,a nonbinary grandpa,nonbinary grandpas,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,grandparent,grandparents,neutral,a nonbinary grandparent,nonbinary grandparents,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,guy,guys,male,a nonbinary guy,nonbinary guys,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,husband,husbands,male,a nonbinary husband,nonbinary husbands,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,individual,individuals,neutral,a nonbinary individual,nonbinary individuals,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,kid,kids,neutral,a nonbinary kid,nonbinary kids,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,lady,ladies,female,a nonbinary lady,nonbinary ladies,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,man,men,male,a nonbinary man,nonbinary men,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,mom,moms,female,a nonbinary mom,nonbinary moms,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,mother,mothers,female,a nonbinary mother,nonbinary mothers,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,parent,parents,neutral,a nonbinary parent,nonbinary parents,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,person,people,neutral,a nonbinary person,nonbinary people,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,sibling,siblings,neutral,a nonbinary sibling,nonbinary siblings,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,sister,sisters,female,a nonbinary sister,nonbinary sisters,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,son,sons,male,a nonbinary son,nonbinary sons,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,spouse,spouses,neutral,a nonbinary spouse,nonbinary spouses,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,veteran,veterans,neutral,a nonbinary veteran,nonbinary veterans,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,wife,wives,female,a nonbinary wife,nonbinary wives,descriptor_noun
gender_and_sex,non_binary_or_gnc,nonbinary,(none),no_data,woman,women,female,a nonbinary woman,nonbinary women,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,(none),(none),(none),M2F,M2F,descriptor
gender_and_sex,transgender,M2F,(none),no_data,boy,boys,male,a M2F boy,M2F boys,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,bro,bros,male,a M2F bro,M2F bros,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,brother,brothers,male,a M2F brother,M2F brothers,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,child,children,neutral,a M2F child,M2F children,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,dad,dads,male,a M2F dad,M2F dads,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,daughter,daughters,female,a M2F daughter,M2F daughters,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,father,fathers,male,a M2F father,M2F fathers,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,girl,girls,female,a M2F girl,M2F girls,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,grandfather,grandfathers,male,a M2F grandfather,M2F grandfathers,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,grandma,grandmas,female,a M2F grandma,M2F grandmas,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,grandmother,grandmothers,female,a M2F grandmother,M2F grandmothers,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,grandpa,grandpas,male,a M2F grandpa,M2F grandpas,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,grandparent,grandparents,neutral,a M2F grandparent,M2F grandparents,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,guy,guys,male,a M2F guy,M2F guys,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,husband,husbands,male,a M2F husband,M2F husbands,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,individual,individuals,neutral,a M2F individual,M2F individuals,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,kid,kids,neutral,a M2F kid,M2F kids,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,lady,ladies,female,a M2F lady,M2F ladies,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,man,men,male,a M2F man,M2F men,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,mom,moms,female,a M2F mom,M2F moms,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,mother,mothers,female,a M2F mother,M2F mothers,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,parent,parents,neutral,a M2F parent,M2F parents,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,person,people,neutral,a M2F person,M2F people,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,sibling,siblings,neutral,a M2F sibling,M2F siblings,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,sister,sisters,female,a M2F sister,M2F sisters,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,son,sons,male,a M2F son,M2F sons,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,spouse,spouses,neutral,a M2F spouse,M2F spouses,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,veteran,veterans,neutral,a M2F veteran,M2F veterans,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,wife,wives,female,a M2F wife,M2F wives,descriptor_noun
gender_and_sex,transgender,M2F,(none),no_data,woman,women,female,a M2F woman,M2F women,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,(none),(none),(none),American-Born Chinese,American-Born Chinese,descriptor
nationality,china,American-Born Chinese,(none),reviewed,boy,boys,male,an American-Born Chinese boy,American-Born Chinese boys,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,bro,bros,male,an American-Born Chinese bro,American-Born Chinese bros,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,brother,brothers,male,an American-Born Chinese brother,American-Born Chinese brothers,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,child,children,neutral,an American-Born Chinese child,American-Born Chinese children,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,dad,dads,male,an American-Born Chinese dad,American-Born Chinese dads,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,daughter,daughters,female,an American-Born Chinese daughter,American-Born Chinese daughters,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,father,fathers,male,an American-Born Chinese father,American-Born Chinese fathers,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,girl,girls,female,an American-Born Chinese girl,American-Born Chinese girls,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,grandfather,grandfathers,male,an American-Born Chinese grandfather,American-Born Chinese grandfathers,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,grandma,grandmas,female,an American-Born Chinese grandma,American-Born Chinese grandmas,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,grandmother,grandmothers,female,an American-Born Chinese grandmother,American-Born Chinese grandmothers,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,grandpa,grandpas,male,an American-Born Chinese grandpa,American-Born Chinese grandpas,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,grandparent,grandparents,neutral,an American-Born Chinese grandparent,American-Born Chinese grandparents,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,guy,guys,male,an American-Born Chinese guy,American-Born Chinese guys,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,husband,husbands,male,an American-Born Chinese husband,American-Born Chinese husbands,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,individual,individuals,neutral,an American-Born Chinese individual,American-Born Chinese individuals,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,kid,kids,neutral,an American-Born Chinese kid,American-Born Chinese kids,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,lady,ladies,female,an American-Born Chinese lady,American-Born Chinese ladies,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,man,men,male,an American-Born Chinese man,American-Born Chinese men,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,mom,moms,female,an American-Born Chinese mom,American-Born Chinese moms,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,mother,mothers,female,an American-Born Chinese mother,American-Born Chinese mothers,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,parent,parents,neutral,an American-Born Chinese parent,American-Born Chinese parents,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,person,people,neutral,an American-Born Chinese person,American-Born Chinese people,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,sibling,siblings,neutral,an American-Born Chinese sibling,American-Born Chinese siblings,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,sister,sisters,female,an American-Born Chinese sister,American-Born Chinese sisters,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,son,sons,male,an American-Born Chinese son,American-Born Chinese sons,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,spouse,spouses,neutral,an American-Born Chinese spouse,American-Born Chinese spouses,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,veteran,veterans,neutral,an American-Born Chinese veteran,American-Born Chinese veterans,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,wife,wives,female,an American-Born Chinese wife,American-Born Chinese wives,descriptor_noun
nationality,china,American-Born Chinese,(none),reviewed,woman,women,female,an American-Born Chinese woman,American-Born Chinese women,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,(none),(none),(none),Salvadoran-American,Salvadoran-American,descriptor
nationality,el_salvador,Salvadoran-American,(none),reviewed,boy,boys,male,a Salvadoran-American boy,Salvadoran-American boys,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,bro,bros,male,a Salvadoran-American bro,Salvadoran-American bros,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,brother,brothers,male,a Salvadoran-American brother,Salvadoran-American brothers,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,child,children,neutral,a Salvadoran-American child,Salvadoran-American children,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,dad,dads,male,a Salvadoran-American dad,Salvadoran-American dads,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,daughter,daughters,female,a Salvadoran-American daughter,Salvadoran-American daughters,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,father,fathers,male,a Salvadoran-American father,Salvadoran-American fathers,descriptor_noun
